date,OilRmb,SZ399001,SG000001,HS000300,CI005001,CI005002,CI005003,CI005005
11/23/2009,523.836488,13854.66,3338.66,3665.51,2489.9787,3522.5289,5961.7334,2414.1998
11/24/2009,513.572072,13453.28,3223.53,3548.08,2388.5111,3408.1789,5773.5294,2416.8889
11/25/2009,516.636925,13814.56,3290.17,3629.63,2437.1957,3518.5163,5998.4223,2536.5997
11/26/2009,518.563728,13287.38,3170.98,3485.77,2341.1245,3404.2921,5896.6943,2408.2791
11/27/2009,514.611722,12876.15,3096.27,3382.51,2308.8506,3275.7417,5540.0732,2283.1717
11/30/2009,520.300912,13486.77,3195.3,3511.67,2378.5185,3433.1192,5708.4891,2370.6896
12/1/2009,531.68676,13682.17,3235.36,3560.83,2403.6199,3466.0829,5829.1225,2464.8908
12/2/2009,527.779908,13800.5,3269.75,3597.33,2427.0466,3499.202,6117.4913,2469.6883
12/3/2009,527.86364,13759.84,3264.63,3590.88,2420.742,3540.3148,6034.9422,2504.0306
12/4/2009,524.397232,13884.93,3317.04,3643.49,2473.0408,3578.8273,5961.9391,2512.9241
12/7/2009,517.274128,14051.52,3331.9,3668.83,2481.8053,3575.5088,5949.687,2549.1134
12/8/2009,510.71196,13930.28,3296.66,3624.02,2464.7923,3506.6422,5952.6512,2517.9477
12/9/2009,503.21623,13772.17,3239.57,3554.48,2445.3851,3441.046,5806.3789,2480.3856
12/10/2009,487.695468,13868.8,3254.26,3577.24,2443.4441,3445.5814,5864.088,2498.071
12/11/2009,483.742545,13875.87,3247.32,3575.02,2428.8361,3444.4037,5867.9263,2502.3863
12/14/2009,482.322856,13940.44,3302.9,3612.75,2524.0541,3452.2369,5971.4454,2497.6097
12/15/2009,483.681352,13825.84,3274.46,3583.34,2503.9083,3469.3466,5920.9517,2482.1597
12/16/2009,492.77676,13664.97,3255.21,3560.72,2479.4183,3456.0353,5850.3416,2441.3259
12/17/2009,490.052737,13391.72,3179.08,3480.15,2423.9892,3357.1951,5693.8362,2366.9093
12/18/2009,490.142552,12914.97,3113.89,3391.74,2382.0262,3252.7232,5377.8264,2328.447
12/21/2009,490.818204,13011.15,3122.97,3396.62,2387.9291,3233.8753,5404.1605,2328.656
12/22/2009,487.00862,12647.51,3050.52,3305.54,2339.5258,3075.4743,5171.2489,2254.9437
12/23/2009,496.514777,12813.29,3073.78,3336.48,2356.6881,3099.8697,5221.4104,2277.2771
12/24/2009,507.562405,13305.31,3153.41,3438.82,2410.6841,3279.8254,5500.7225,2365.2181
12/28/2009,510.954206,13463.98,3188.79,3478.43,2448.7329,3306.7553,5538.1786,2409.41
12/29/2009,520.240558,13503.99,3211.76,3500.74,2464.4034,3322.8883,5553.2466,2431.5899
12/30/2009,524.208591,13644.47,3262.6,3558.86,2499.8508,3364.2894,5571.2118,2468.4113
12/31/2009,526.863912,13699.97,3277.14,3575.68,2505.8299,3358.5137,5603.6075,2467.9559
1/4/2010,534.162263,13533.54,3243.76,3535.23,2489.6211,3323.3747,5588.8271,2449.5604
1/5/2010,540.352092,13517.38,3282.18,3564.04,2529.684,3433.6868,5760.3075,2442.0744
1/6/2010,544.16769,13505.18,3254.22,3541.73,2507.6191,3440.4171,5776.1558,2459.8692
1/7/2010,547.505244,13235.48,3192.78,3471.46,2463.0561,3371.4651,5710.6456,2398.3513
1/8/2010,545.822326,13267.44,3196,3480.13,2465.5222,3331.6292,5647.1686,2402.7335
1/11/2010,548.179975,13161.09,3212.75,3482.05,2483.1155,3313.9582,5704.7364,2387.2102
1/12/2010,539.910792,13381.25,3273.97,3534.92,2554.5206,3351.1438,5762.4842,2411.7036
1/13/2010,526.726195,13016.56,3172.66,3421.14,2481.7244,3169.6862,5499.4142,2334.1997
1/14/2010,529.722448,13204.19,3215.55,3469.05,2511.0241,3205.3005,5554.7891,2364.1501
1/15/2010,522.751047,13264.37,3224.15,3482.74,2532.2312,3192.7329,5576.819,2361.6617
1/18/2010,517.1604,13361.52,3237.1,3500.68,2531.6381,3191.4859,5583.8383,2375.3951
1/19/2010,515.64331,13350.67,3246.87,3507.48,2535.6016,3213.6927,5647.0192,2390.1444
1/20/2010,514.09569,12916.15,3151.85,3394.43,2448.5239,3087.2423,5447.2735,2302.9622
1/21/2010,508.899488,12917.16,3158.86,3408.57,2439.2486,3018.5589,5362.3649,2273.7305
1/22/2010,498.514842,12595.94,3128.59,3366.2,2395.8653,2922.6094,5195.7313,2208.5674
1/25/2010,491.33919,12470.19,3094.41,3328.01,2373.7488,2906.2788,5178.9303,2155.8988
1/26/2010,491.127186,12162.56,3019.39,3242.8,2300.418,2795.6758,4987.2498,2091.1941
1/27/2010,490.65649,12046.78,2986.61,3198.57,2279.7533,2800.8299,4886.5792,2077.3479
1/28/2010,487.45494,12120.48,2994.14,3206.57,2297.7976,2821.9465,4856.5839,2093.5585
1/29/2010,484.78527,12137.21,2989.29,3204.16,2290.7224,2804.6499,4827.0814,2089.9378
2/1/2010,484.860642,11989.11,2941.36,3152.71,2251.7177,2691.8471,4644.4267,2037.1649
2/2/2010,498.719655,11912.93,2934.71,3146.19,2249.3096,2702.0791,4731.7525,2031.3353
2/3/2010,512.973266,12262.57,3003.84,3230.72,2292.3928,2889.9697,4899.8366,2084.0432
2/4/2010,496.52771,12169.48,2995.31,3218.8,2289.5015,2842.0854,4827.5011,2076.121
2/5/2010,475.924112,11917.14,2939.4,3153.09,2238.9585,2731.5316,4666.7261,2034.1832
2/8/2010,470.127878,11947.34,2935.17,3150.99,2243.0499,2755.9745,4677.2283,2039.8507
2/9/2010,476.258496,11970.44,2948.84,3169.19,2241.7465,2777.4742,4774.6306,2056.0351
2/10/2010,483.207982,12185.38,2982.5,3214.13,2265.5839,2825.5218,4826.317,2082.1208
2/11/2010,490.24687,12224.6,2985.5,3220.4,2266.2904,2824.3568,4866.1639,2127.6627
2/12/2010,488.464695,12304.79,3018.13,3251.28,2291.1432,2874.6291,4962.4004,2142.9553
2/22/2010,519.815394,12213.55,3003.4,3233.35,2289.4532,2843.581,4937.2307,2136.2535
2/23/2010,517.14525,12069.21,2982.58,3198.63,2284.6284,2785.2073,4856.0967,2117.7091
2/24/2010,515.172966,12282.09,3022.18,3244.48,2318.7092,2818.5571,4921.2543,2168.8158
2/25/2010,509.70382,12494.27,3060.62,3292.13,2343.1364,2868.8792,4994.211,2177.8438
2/26/2010,509.28674,12436.66,3051.94,3281.67,2352.3578,2837.5912,4938.3581,2152.4574
3/1/2010,517.122525,12588.26,3087.84,3324.42,2370.8003,2884.9996,5099.3702,2174.9663
3/2/2010,515.491668,12548.91,3073.11,3311.24,2362.5797,2831.4513,4994.3782,2154.317
3/3/2010,522.371432,12612.69,3097.01,3335.08,2375.1388,2862.5224,5039.6206,2178.5344
3/4/2010,521.68113,12312.89,3023.37,3250.57,2313.5051,2793.8034,4883.9482,2123.2698
3/5/2010,527.491382,12341.74,3031.07,3259.76,2316.3763,2785.6139,4902.8546,2139.5371
3/8/2010,531.519076,12437.57,3053.23,3286.18,2335.7071,2819.2187,4938.3213,2176.1079
3/9/2010,528.23457,12507.66,3069.14,3305.86,2345.4891,2880.5618,4955.3976,2183.9715
3/10/2010,531.09392,12391.65,3048.93,3279.69,2326.711,2843.3256,4964.1058,2186.7958
3/11/2010,530.813088,12367.69,3051.28,3276.71,2339.5357,2833.7587,4912.5163,2193.1166
3/12/2010,530.668788,12169.11,3013.41,3233.13,2307.3971,2798.0923,4849.0484,2157.5507
3/15/2010,520.421864,11903.33,2976.94,3183.18,2279.7037,2733.6064,4749.2698,2104.3656
3/16/2010,523.031106,11948.76,2992.84,3203.97,2301.0547,2715.833,4777.1575,2113.4681
3/17/2010,534.15015,12233.78,3050.48,3273.92,2338.9913,2773.7686,4887.8055,2155.8487
3/18/2010,531.76098,12236.73,3046.09,3267.56,2342.3104,2791.0095,4877.698,2146.0063
3/19/2010,526.853834,12352.92,3067.75,3293.87,2359.4577,2822.9975,5041.2442,2168.8663
3/22/2010,523.9262,12352.45,3074.58,3302.63,2360.4064,2838.4508,5004.3134,2157.8607
3/23/2010,529.311302,12304.98,3053.13,3275.57,2350.0636,2844.1465,4970.5125,2146.1044
3/24/2010,524.95016,12290.04,3056.81,3276.67,2356.8248,2832.4654,4951.2804,2130.7836
3/25/2010,525.852998,12086.9,3019.18,3229.13,2338.538,2784.0578,4864.8955,2110.4379
3/26/2010,524.29824,12240.36,3059.72,3275,2376.4813,2820.5852,4918.9843,2119.3656
3/29/2010,530.904682,12552.45,3123.8,3358.54,2408.8669,2940.9631,5061.1244,2159.0829
3/30/2010,533.892744,12593.04,3128.47,3366.71,2406.8724,2970.7274,5099.6788,2152.8337
3/31/2010,537.22981,12494.35,3109.11,3345.61,2396.6506,2927.1653,5054.9648,2132.8769
4/1/2010,545.337129,12686.06,3147.42,3391.94,2415.1039,2968.8272,5153.5079,2154.1523
4/6/2010,563.4863,12702.84,3158.68,3405.15,2435.3217,3074.7654,5287.1466,2177.3447
4/7/2010,562.181124,12631.97,3148.22,3386.95,2433.455,3056.0105,5295.0097,2178.8156
4/8/2010,556.99344,12427,3118.71,3346.74,2411.3795,2969.8077,5225.3555,2140.3518
4/9/2010,559.52722,12555.12,3145.35,3379.17,2425.6021,3013.9692,5305.0393,2153.8898
4/12/2010,561.08898,12399.2,3129.26,3351.48,2411.4568,2984.6708,5364.3915,2124.707
4/13/2010,556.45552,12511.89,3161.25,3391.72,2427.0104,3034.427,5377.0783,2136.4495
4/14/2010,564.040643,12557.7,3166.18,3403.71,2433.405,3045.374,5496.8833,2146.7474
4/15/2010,568.46928,12513.29,3164.97,3394.57,2447.9643,3081.4497,5462.6225,2145.1417
4/16/2010,565.610646,12416.86,3130.3,3356.33,2415.3346,3011.658,5402.084,2122.2253
4/19/2010,552.171318,11644.58,2980.3,3176.42,2309.1707,2822.2851,5113.9019,1999.7853
4/20/2010,558.596129,11538.98,2979.53,3173.37,2311.9479,2823.4453,5210.9896,1971.4332
4/21/2010,559.833064,11766.82,3033.28,3236.68,2355.1186,2910.3618,5306.5301,1999.8421
4/22/2010,562.214068,11703.96,2999.48,3201.54,2327.4325,2889.1118,5363.1525,1972.8705
4/23/2010,566.659464,11702.87,2983.54,3190,2320.4377,2914.8222,5328.7552,1952.0741
4/26/2010,572.794833,11602.64,2969.5,3172,2317.3804,2893.0659,5312.8868,1938.7448
4/27/2010,566.779386,11355.37,2907.93,3108.41,2264.7477,2827.9691,5173.8981,1887.0938
4/28/2010,560.652232,11333.85,2900.33,3097.35,2258.9756,2819.9116,5172.8804,1899.116
4/29/2010,570.627135,11196.35,2868.43,3060.06,2218.0184,2757.4137,5014.1561,1873.6624
4/30/2010,574.296619,11162.54,2870.61,3067.37,2225.3724,2782.8841,4976.445,1910.1951
5/4/2010,574.51824,10960.77,2835.28,3019.45,2208.5176,2772.8001,5005.8599,1877.7146
5/5/2010,553.781904,11003.73,2857.15,3036.39,2224.2264,2756.3782,4981.0235,1884.6286
5/6/2010,536.048188,10422.56,2739.7,2896.86,2145.983,2553.7084,4800.1928,1801.0015
5/7/2010,521.658711,10146.43,2688.38,2836.79,2100.691,2425.076,4723.853,1744.0659
5/10/2010,533.044352,10264.05,2698.76,2858.23,2082.0897,2477.245,4728.6644,1747.5555
5/11/2010,529.29731,10091.2,2647.57,2800.82,2029.4192,2442.028,4721.5418,1747.5459
5/12/2010,534.493659,10146.63,2655.71,2818.16,2003.4392,2442.7301,4651.4525,1739.2595
5/13/2010,535.457296,10417.81,2710.51,2886.91,2052.9672,2531.3179,4797.3675,1764.9211
5/14/2010,518.533435,10330.14,2696.63,2868.02,2057.2978,2509.8237,4787.1685,1747.1389
5/17/2010,500.114375,9731.72,2559.93,2714.72,1953.2956,2345.8576,4582.0787,1634.7863
5/18/2010,496.844452,10003.81,2594.78,2771.35,1979.8892,2420.9778,4585.4532,1669.3766
5/19/2010,481.837846,9991.4,2587.81,2762.17,1990.8355,2427.8249,4587.1414,1655.9984
5/20/2010,475.481028,9945.55,2555.94,2726.02,1966.3694,2406.1282,4454.3239,1654.9534
5/21/2010,467.485772,10209.07,2583.52,2768.79,1995.4785,2444.1856,4505.2837,1693.889
5/24/2010,468.311943,10620.13,2673.42,2873.47,2074.9874,2564.2041,4698.5557,1747.9592
5/25/2010,456.376836,10365.23,2622.63,2813.94,2039.4831,2489.424,4695.8471,1710.8646
5/26/2010,465.73788,10361.7,2625.79,2813.94,2037.4056,2481.2467,4687.4942,1712.8951
5/27/2010,481.244488,10543.33,2655.92,2859.98,2082.7223,2542.1711,4870.6996,1734.5352
5/28/2010,482.186298,10495.65,2655.77,2850.3,2079.8461,2538.9954,4866.7557,1718.3076
5/31/2010,490.79664,10204.17,2592.15,2773.26,2031.3874,2450.7649,4670.5712,1665.3481
6/1/2010,484.507784,10098.45,2568.28,2744.16,1995.4998,2408.1269,4720.4989,1645.0883
6/2/2010,485.682753,10188.14,2571.42,2757.53,2004.2586,2441.6834,4697.6076,1659.6155
6/3/2010,497.35152,10118.04,2552.66,2736.08,1985.7869,2407.713,4655.3447,1646.5042
6/4/2010,492.032886,10187.2,2553.59,2744.39,1982.3284,2412.1756,4639.547,1639.4522
6/7/2010,475.304041,9992.67,2511.73,2695.72,1947.1536,2344.1635,4568.5334,1600.2848
6/8/2010,478.534272,10038.78,2513.95,2699.34,1961.3942,2340.6577,4590.2397,1602.4758
6/9/2010,485.14361,10346.27,2583.87,2782.13,2008.5685,2412.668,4715.5346,1639.6912
6/10/2010,492.852258,10222.22,2562.58,2750.02,2007.6654,2376.3503,4677.6932,1616.4072
6/11/2010,493.384054,10239.33,2569.94,2758.87,2019.0735,2415.7992,4711.7349,1641.3037
6/17/2010,513.511317,10162.37,2560.25,2742.73,2005.8095,2397.4381,4681.1348,1622.2922
6/18/2010,512.813525,9966.54,2513.22,2696.17,1957.383,2352.4608,4530.9576,1599.8346
6/21/2010,518.48035,10309.61,2586.21,2780.66,2010.697,2436.8871,4651.4082,1642.9884
6/22/2010,510.46182,10345.55,2588.7,2783.72,2027.1685,2429.6766,4627.4094,1648.55
6/23/2010,504.363412,10256.27,2569.87,2758.5,2011.3152,2372.616,4575.5723,1621.6948
6/24/2010,496.449,10250.9,2566.75,2757.5,2003.7714,2366.0167,4539.3704,1620.204
6/25/2010,501.07248,10104.83,2552.82,2736.29,1985.5932,2337.7114,4498.8818,1602.0606
6/28/2010,507.61353,10012.06,2535.28,2716.78,1969.5234,2289.4175,4449.273,1600.5909
6/29/2010,493.368666,9508.91,2427.05,2592.02,1868.9453,2176.0843,4178.3206,1531.6507
6/30/2010,492.272341,9386.94,2398.37,2563.07,1844.3787,2107.7469,4058.4467,1503.9882
7/1/2010,478.263184,9203.91,2373.79,2526.07,1824.6458,2063.4385,3962.5443,1491.4524
7/2/2010,471.53436,9227.89,2382.9,2534.11,1819.0444,2051.8528,3865.2201,1496.6068
7/5/2010,467.696365,9171.03,2363.95,2512.65,1800.485,2003.0576,3779.9775,1499.6748
7/6/2010,472.69967,9363.02,2409.42,2562.9,1834.1426,2066.4857,3903.3586,1518.8499
7/7/2010,472.704694,9485.43,2421.12,2580.48,1859.9104,2083.2782,3920.3761,1525.089
7/8/2010,486.980848,9465.8,2415.15,2575.92,1852.7696,2064.975,3960.6051,1516.1922
7/9/2010,493.174087,9816.86,2470.92,2647.1,1889.4638,2189.2468,4063.5996,1582.9164
7/12/2010,487.5696,9959.22,2490.72,2676.22,1898.8704,2226.6588,4108.8952,1590.9271
7/13/2010,492.106916,9801.76,2450.29,2634.59,1865.4383,2183.9763,4000.3978,1553.7303
7/14/2010,500.912715,9803.72,2470.44,2653.61,1875.7592,2197.86,4066.967,1566.0716
7/15/2010,496.270566,9718.73,2424.3,2608.52,1831.4423,2143.9935,3954.0843,1546.6104
7/16/2010,493.596502,9806.64,2424.27,2616.13,1830.3156,2190.2413,3963.1762,1568.7786
7/19/2010,494.5332,10097.1,2475.42,2682.47,1870.9054,2303.9202,4060.4445,1607.6175
7/20/2010,496.112592,10339.43,2528.73,2741.5,1930.8747,2372.7557,4237.0318,1636.9518
7/21/2010,496.039432,10324.13,2535.39,2747.34,1946.1362,2366.2468,4221.8199,1657.2625
7/22/2010,498.560073,10471.77,2562.41,2781.29,1966.0267,2393.927,4315.7445,1672.2437
7/23/2010,504.62876,10527.95,2572.03,2793.08,1969.7119,2411.2735,4319.4032,1670.6699
7/26/2010,503.048316,10591.13,2588.68,2811.06,1980.1106,2421.1219,4428.0546,1676.9585
7/27/2010,500.95209,10566.21,2575.37,2795.72,1971.2079,2401.4016,4379.3957,1666.9724
7/28/2010,496.59291,10825.17,2633.66,2863.72,2024.8849,2487.2185,4472.7144,1707.35
7/29/2010,502.911753,10838.91,2648.12,2877.98,2038.5818,2495.3911,4539.877,1737.9888
7/30/2010,504.26325,10785.35,2637.5,2868.85,2043.4536,2452.7133,4580.3629,1734.1015
8/2/2010,522.223078,11004.75,2672.52,2917.28,2065.4833,2491.7787,4649.8891,1757.7602
8/3/2010,531.008202,10830.7,2627,2865.97,2027.5648,2487.1296,4577.783,1718.6268
8/4/2010,534.13592,10870.38,2638.52,2876.43,2039.8619,2499.5624,4611.623,1714.3101
8/5/2010,533.384427,10768.08,2620.76,2850.83,2028.9543,2456.3995,4579.847,1697.8987
8/6/2010,529.30995,10942.93,2658.39,2897.66,2074.2836,2498.2506,4668.7458,1722.4717
8/9/2010,529.83818,11017.41,2672.53,2918.24,2082.4526,2532.6531,4802.1856,1735.1885
8/10/2010,520.755815,10715.39,2595.27,2832.64,2000.8272,2438.2219,4646.6915,1710.0829
8/11/2010,510.97072,10806.63,2607.5,2850.21,2009.4611,2439.7507,4677.379,1711.0054
8/12/2010,501.474595,10680.02,2575.48,2816.39,1981.2242,2388.4689,4632.0234,1681.9383
8/13/2010,494.20624,10886.57,2606.7,2855.55,2007.9012,2426.9851,4722.2474,1709.2785
8/16/2010,491.898528,11164.79,2661.71,2922.08,2050.874,2511.7927,4834.689,1742.9423
8/17/2010,497.946175,11281.97,2671.89,2942.29,2053.3853,2545.5793,4859.3218,1747.9727
8/18/2010,495.972975,11282.33,2666.3,2937.36,2048.2463,2544.3901,4956.8247,1744.6807
8/19/2010,495.859094,11321.17,2687.98,2955.4,2073.6399,2627.543,5009.9873,1753.4843
8/20/2010,487.271352,11090.46,2642.31,2898.33,2034.1787,2535.3586,4856.7871,1719.6973
8/23/2010,482.245977,11078.86,2639.37,2896.19,2027.0662,2519.3652,4850.0044,1719.3063
8/24/2010,473.885031,11214.24,2650.31,2911.83,2038.0852,2528.6252,4859.7227,1761.264
8/25/2010,476.049,10963.99,2596.58,2843.02,1992.8994,2456.5916,4774.2397,1712.0686
8/26/2010,485.81274,11009.49,2603.48,2850.09,1996.7346,2485.2031,4772.1724,1708.1191
8/27/2010,492.055236,11034.74,2610.74,2858.57,2013.4315,2471.1611,4797.3955,1705.3097
8/30/2010,496.922625,11303.33,2652.66,2915.01,2059.2053,2524.6487,4996.3828,1731.8135
8/31/2010,493.012095,11338.72,2638.8,2903.19,2048.6606,2507.8203,5058.5029,1730.6929
9/1/2010,493.845374,11318.74,2622.88,2884.04,2039.0793,2504.4592,5011.1978,1743.009
9/2/2010,495.673867,11465.15,2655.78,2921.39,2077.103,2527.8909,5121.374,1772.6595
9/3/2010,496.542765,11467.09,2655.39,2920.21,2067.0283,2512.3682,5138.9927,1762.729
9/6/2010,498.337948,11656.08,2696.25,2975.09,2108.864,2592.4775,5168.1611,1834.0774
9/7/2010,495.136097,11682.7,2698.36,2983.11,2115.9346,2595.5466,5236.126,1859.3444
9/8/2010,502.783428,11722.78,2695.29,2980.97,2119.0225,2606.0471,5450.2705,1847.7339
9/9/2010,505.101016,11465.35,2656.35,2926.46,2091.5603,2532.6045,5354.9092,1792.8195
9/10/2010,504.88825,11530.99,2663.21,2932.55,2101.4309,2526.5493,5322.1099,1793.6541
9/13/2010,506.722554,11690.35,2688.32,2962.32,2118.5855,2545.3046,5404.2534,1802.6271
9/14/2010,508.973412,11665.41,2688.52,2965.01,2116.9724,2519.3568,5386.3664,1799.9473
9/15/2010,506.86325,11412.1,2652.5,2913.19,2092.9612,2459.8774,5280.9805,1777.3915
9/16/2010,507.149369,11164.02,2602.47,2857.79,2068.0037,2407.0718,5162.1714,1733.204
9/17/2010,503.45414,11208.25,2598.69,2861.37,2054.6611,2404.0371,5226.9639,1730.5663
9/20/2010,505.06986,11150.33,2588.71,2849.83,2028.9214,2374.2625,5155.1123,1719.2644
9/21/2010,504.755398,11210.74,2591.55,2857.48,2033.2109,2379.5884,5108.5347,1718.9996
9/27/2010,503.637588,11409.81,2627.97,2905.03,2060.8142,2434.9619,5370.918,1742.7131
9/28/2010,502.010837,11274.49,2611.35,2880.91,2035.9065,2394.2571,5529.875,1718.923
9/29/2010,506.973264,11223.86,2610.68,2874.81,2041.4199,2458.7703,5589.4448,1721.7804
9/30/2010,519.201228,11468.54,2655.66,2935.57,2073.4263,2509.4817,5787.0234,1744.0724
10/8/2010,534.30585,11911.37,2738.74,3044.23,2156.4785,2740.876,6131.1724,1793.2351
10/11/2010,536.792208,12237.65,2806.94,3132.9,2192.3262,2913.6877,6269.3223,1864.6304
10/12/2010,531.7961,12373.28,2841.41,3172.73,2260.7717,3065.2319,6635.4087,1871.5548
10/13/2010,539.54637,12603,2861.36,3217.58,2267.4458,3052.8633,6655.1919,1889.99
10/14/2010,538.98129,12507.71,2879.64,3224.14,2257.8921,3139.6597,6894.5161,1879.9186
10/15/2010,531.045042,12765.5,2971.16,3327.68,2307.99,3213.6201,7070.6377,1933.3173
10/18/2010,525.6739,12649.27,2955.23,3306.16,2275.3945,3138.0159,6614.4004,1962.9916
10/19/2010,527.432525,12970.2,3001.85,3375.67,2300.1704,3286.2358,6831.2705,1960.5284
10/20/2010,525.420734,13130.01,3003.95,3396.88,2284.3833,3425.97,6728.293,1907.157
10/21/2010,528.62457,13111.52,2983.53,3374.69,2292.2266,3397.3206,6949.04,1924.7379
10/22/2010,524.325186,13224.98,2975.04,3378.66,2283.6643,3422.3206,7035.8765,1905.6719
10/25/2010,534.032187,13734.2,3051.42,3481.08,2345.2651,3572.4729,7483.9072,1945.1379
10/26/2010,532.42695,13729.96,3041.54,3466.08,2367.1074,3539.5811,7370.7134,1944.9181
10/27/2010,529.876128,13452.17,2997.05,3403.87,2312.9639,3436.9443,7187.4297,1952.814
10/28/2010,535.352112,13445.03,2992.58,3397.69,2306.6465,3392.77,7186.6182,1945.7592
10/29/2010,531.383336,13367.24,2978.84,3379.98,2312.2805,3359.2319,7293.9751,1938.1884
11/1/2010,538.76673,13743.77,3054.02,3473,2372.3257,3562.6787,7729.8579,2005.3461
11/2/2010,548.11575,13646.46,3045.43,3463.13,2385.2793,3465.8035,7719.6919,2055.833
11/3/2010,551.649408,13392.7,3030.99,3420.34,2374.8594,3328.1167,7287.0566,2014.0449
11/4/2010,562.548564,13595.73,3086.94,3480.51,2438.0393,3416.0396,7499.6523,2037.6354
11/5/2010,561.72213,13733.36,3129.5,3520.8,2498.8679,3451.958,7606.8071,2039.0245
11/8/2010,564.347704,13807.3,3159.51,3548.57,2510.1646,3453.7234,7581.6479,2082.5708
11/9/2010,565.39736,13714.29,3135,3523.95,2495.1235,3510.1172,7697.6919,2057.7959
11/10/2010,566.61915,13705.68,3115.36,3499.11,2508.6365,3476.915,7784.3481,2036.8314
11/11/2010,568.422602,13684.94,3147.74,3509.98,2601.897,3535.4141,7758.0854,2036.681
11/12/2010,554.221713,12726.54,2985.44,3291.83,2480.2563,3311.5444,7213.2378,1913.1615
11/15/2010,552.900717,12808.09,3014.41,3314.89,2529.2705,3223.1245,7055.6099,1909.9418
11/16/2010,547.141635,12217.27,2894.54,3169.54,2438.7351,2988.6838,6534.0562,1847.9144
11/17/2010,544.5531,11917.49,2838.86,3103.91,2359.6931,2928.3386,6327.4121,1811.9615
11/18/2010,538.883595,12146.15,2865.45,3147.96,2351.0298,3005.3076,6557.9805,1829.5751
11/19/2010,540.627528,12295.85,2888.57,3178.85,2398.166,3000.7214,6594.3008,1839.5911
11/22/2010,537.485344,12303.55,2884.37,3171.94,2407.8967,2974.9648,6667.8374,1838.6813
11/23/2010,532.682566,12062.41,2828.28,3107.18,2358.1294,2917.2498,6378.9858,1785.4092
11/24/2010,540.436324,12407.66,2859.94,3177.04,2399.0396,2983.6951,6541.4951,1816.1624
11/25/2010,549.428035,12604.08,2898.26,3223.48,2431.1453,3022.4985,6624.4731,1846.8646
11/26/2010,547.997402,12539.01,2871.7,3194.85,2425.6909,3067.771,6479.3555,1830.0837
11/29/2010,556.6115,12536.55,2866.36,3190.05,2442.8284,2999.5073,6278.6509,1816.6431
11/30/2010,558.46413,12336.29,2820.18,3136.99,2393.7039,2972.4529,6315.9097,1783.4034
12/1/2010,561.870618,12310.39,2823.45,3136.02,2396.0996,2974.5505,6361.4199,1788.9076
12/2/2010,574.409583,12409.02,2843.61,3155.06,2403.7134,3008.2681,6426.6938,1793.3308
12/3/2010,580.26276,12443,2842.43,3158.16,2402.1211,2989.0137,6402.855,1800.1106
12/6/2010,586.196695,12422.79,2857.18,3165.57,2425.4224,3008.0608,6432.7891,1794.8555
12/7/2010,584.906655,12657,2875.86,3200.34,2439.7676,3062.2097,6607.2339,1809.3121
12/8/2010,582.623536,12615.41,2848.55,3171.88,2421.9868,3015.5186,6504.0308,1802.71
12/9/2010,585.955314,12353.27,2810.95,3123.37,2385.4023,2946.1262,6370.8169,1804.401
12/10/2010,583.78406,12460.46,2841.04,3161.98,2421.2966,2996.5481,6512.3979,1818.3374
12/13/2010,586.07748,12905.02,2922.95,3261.06,2518.155,3151.5471,6809.625,1866.4562
12/14/2010,586.869951,12926.62,2927.08,3269.47,2514.4326,3156.9033,6856.9209,1871.9523
12/15/2010,587.245252,12829.37,2911.41,3247.64,2504.4924,3200.1958,6765.519,1854.354
12/16/2010,591.45226,12795.68,2898.14,3230.67,2498.8811,3203.8455,6671.1997,1854.0878
12/17/2010,591.212654,12759.6,2893.74,3225.66,2487.8982,3169.0364,6719.8491,1876.7983
12/20/2010,590.213157,12557.55,2852.92,3178.66,2437.3123,3122.6787,6644.9287,1857.402
12/21/2010,596.309538,12872.45,2904.12,3249.51,2491.0208,3255.9368,6732.3071,1898.6582
12/22/2010,599.065096,12766.95,2877.9,3215.45,2487.8684,3212.2625,6703.7129,1914.9185
12/23/2010,599.257456,12644.58,2855.22,3188.61,2423.0569,3213.8247,6603.5137,1888.6907
12/24/2010,602.184083,12556.85,2835.16,3162.96,2380.7419,3146.8062,6476.3081,1867.0905
12/27/2010,601.187435,12303.19,2781.4,3099.71,2322.6169,3179.1995,6299.874,1822.7924
12/28/2010,596.798016,12063.8,2732.99,3044.93,2304.7793,3094.6182,6203.9263,1792.9409
12/29/2010,597.680434,12114.57,2751.53,3061.83,2334.6306,3048.2405,6262.7813,1810.2065
12/30/2010,592.550863,12138.9,2759.58,3064.1,2354.4399,3068.1736,6375.332,1813.9036
12/31/2010,589.354073,12458.55,2808.08,3128.26,2376.9722,3201.3628,6710.8618,1836.5476
1/4/2011,604.41052,12714.52,2852.65,3189.68,2409.9927,3291.3958,6884.1035,1885.7412
1/5/2011,602.687845,12647.63,2838.59,3175.66,2395.4773,3355.283,6738.8657,1874.2299
1/6/2011,610.560332,12599.66,2824.2,3159.64,2380.6042,3307.1226,6733.3096,1877.5549
1/7/2011,602.575303,12573.94,2838.8,3166.62,2365.4832,3230.6765,6572.188,1875.3853
1/10/2011,605.965417,12331.16,2791.81,3108.19,2347.1284,3185.2903,6437.2305,1849.9833
1/11/2011,615.279072,12385.17,2804.05,3124.92,2352.2617,3195.2859,6437.2705,1857.7813
1/12/2011,623.124144,12409.98,2821.31,3142.34,2365.3523,3197.7363,6416.519,1889.2068
