date,OilRmb,SZ399001,SG000001,HS000300,CI005001,CI005002,CI005003,CI005005
5/17/2007,501.329265,12011.08,4048.29,3778.61,3025.801,2098.9633,5065.5517,3046.0375
5/18/2007,506.983204,12100.1,4030.26,3776.63,3005.2584,2126.6584,5006.9489,3061.2837
5/21/2007,507.742848,12269.2,4072.23,3831.44,3024.4113,2273.7796,5116.9955,3106.3157
5/22/2007,509.982762,12407.83,4110.38,3870.49,3057.4805,2343.9754,5198.0558,3113.776
5/23/2007,507.91944,12624.13,4173.71,3938.95,3133.6811,2359.0201,5281.5955,3130.5112
5/24/2007,512.181825,12515.15,4151.13,3919.75,3101.4424,2310.4013,5192.6968,3104.4039
5/25/2007,509.413611,12681.45,4179.78,3985.25,3160.189,2313.2478,5254.4632,3122.881
5/28/2007,506.50944,13026.66,4272.11,4072.58,3285.6424,2354.0949,5509.6868,3199.1998
5/29/2007,501.247362,13456.6,4334.92,4168.29,3311.6748,2457.5847,5711.1695,3218.089
5/30/2007,491.81784,12627.15,4053.09,3886.46,3204.4851,2252.0478,5309.8014,2940.7098
5/31/2007,493.08117,12944.23,4109.65,3927.95,3319.2337,2248.36,5444.721,2936.5706
6/1/2007,494.17062,12432.69,4000.74,3803.95,3250.0478,2094.842,5414.7208,2762.5687
6/4/2007,503.591282,11468.46,3670.4,3511.43,2986.182,1907.8055,4943.6793,2544.2149
6/5/2007,507.016718,12017.71,3767.1,3634.63,3076.7654,2009.5984,5090.6143,2638.5607
6/6/2007,508.657884,12338.18,3776.32,3677.58,3060.2963,2117.1814,5360.0612,2665.9715
6/7/2007,513.940436,12696.01,3890.8,3802.3,3184.3578,2203.4368,5480.0478,2737.3647
6/8/2007,507.692688,12850.69,3913.14,3837.87,3190.3072,2231.8203,5779.5408,2746.8981
6/11/2007,500.17749,13187.71,3995.68,3931.86,3270.8118,2317.2247,5892.4937,2779.2948
6/12/2007,500.60535,13579.72,4072.14,4036.11,3312.5853,2391.2826,6156.5475,2895.388
6/13/2007,500.943894,13811.48,4176.48,4118.27,3360.7796,2395.9944,6196.8693,2952.4031
6/14/2007,509.937246,13666.28,4115.21,4075.82,3279.7486,2373.9352,6265.592,2875.7732
6/15/2007,514.6065,13697.16,4132.87,4099.38,3297.1361,2356.0238,6287.0899,2854.4858
6/18/2007,518.400826,14194.55,4253.35,4227.57,3369.4489,2395.6244,6384.0224,2934.7901
6/19/2007,520.640435,14336.4,4269.52,4253,3385.8671,2444.5039,6328.3097,2954.6209
6/20/2007,515.7386,14107.23,4181.32,4157.6,3311.4287,2380.6855,6074.662,2929.2113
6/21/2007,515.92816,14255.61,4230.82,4197.28,3374.5527,2394.1592,6104.1342,2936.9637
6/22/2007,514.512,13725.72,4091.45,4051.43,3232.5893,2302.2705,5885.2959,2808.6257
6/25/2007,513.381696,13109.26,3941.08,3877.59,3020.2805,2188.0674,5660.0984,2661.5537
6/26/2007,514.470552,13219.41,3973.37,3928.21,3043.772,2228.6528,5802.4116,2699.3632
6/27/2007,513.428265,13583.7,4078.6,4040.48,3113.8196,2301.0058,5911.0547,2744.2935
6/28/2007,515.877416,12882.18,3914.2,3858.52,2949.2583,2192.2968,5593.0664,2673.3683
6/29/2007,518.00631,12546.45,3820.7,3764.08,2868.2242,2162.3204,5408.3828,2611.7821
7/2/2007,522.863475,12475.16,3836.29,3757.66,2903.8892,2186.9656,5438.4062,2690.3535
7/3/2007,528.998715,12761.06,3899.72,3832.23,2952.0643,2219.8185,5836.031,2725.7954
7/4/2007,531.212923,12509.14,3816.17,3743.58,2897.6032,2217.9964,5566.8942,2662.7854
7/5/2007,535.31028,11783.58,3615.87,3537.44,2738.6452,2128.4315,5210.2626,2470.7034
7/6/2007,543.070955,12395.35,3781.35,3710.28,2855.6223,2230.8051,5475.4675,2595.2149
7/9/2007,544.388175,12846.41,3883.22,3821.3,2906.7819,2357.0986,5622.804,2653.5616
7/10/2007,544.41541,12682.04,3853.02,3775.62,2834.2514,2320.809,5515.4581,2585.6419
7/11/2007,545.50496,12785.67,3865.72,3789.87,2844.9178,2364.4658,5601.6355,2596.8685
7/12/2007,546.62283,12850.74,3915.99,3816.92,2913.9954,2348.6931,5566.2828,2614.1433
7/13/2007,550.337177,12816.42,3914.4,3820.12,2901.5524,2332.7285,5583.4985,2616.859
7/16/2007,552.244257,12331.19,3821.92,3697.97,2811.8521,2278.0289,5400.4184,2525.5957
7/17/2007,545.065455,12759.98,3896.19,3789.65,2846.5276,2318.3902,5485.5268,2560.3711
7/18/2007,546.27242,12841.51,3930.06,3807.57,2868.7271,2279.1067,5388.873,2527.5965
7/19/2007,554.865696,12790.94,3912.94,3807,2866.888,2249.554,5468.0686,2487.3457
7/20/2007,558.75456,13417.96,4058.85,3971.88,2942.8128,2315.967,5599.6722,2559.7958
7/23/2007,553.169946,14139.27,4213.36,4156.72,3075.7857,2463.8793,5903.15,2805.3496
7/24/2007,545.37145,14190.97,4210.33,4161.35,3097.6637,2451.3774,5898.3619,2843.0537
7/25/2007,541.64534,14403.08,4323.97,4255.46,3157.1271,2617.1004,6141.9761,2914.2366
7/26/2007,553.335489,14619.74,4346.46,4303.19,3186.2957,2631.9629,6236.8415,2950.5308
7/27/2007,547.743492,14614.1,4345.36,4307.14,3210.3516,2726.3064,6277.0735,3037.801
7/30/2007,548.58664,15060.87,4440.77,4410.3,3286.1995,2900.6563,6475.5921,3190.5832
7/31/2007,549.547672,15199.56,4471.03,4460.56,3300.2143,2907.8288,6856.4069,3192.1283
8/1/2007,553.60422,14795.2,4300.56,4290.48,3201.6499,2762.8389,6509.6718,3049.7361
8/2/2007,547.47729,15562.14,4407.73,4436.19,3278.5994,2907.8969,6832.3729,3171.5541
8/3/2007,545.825796,16179.64,4560.77,4598.38,3345.1791,2983.2905,7125.1622,3220.2282
8/6/2007,531.45394,16542.82,4628.11,4703.98,3390.7039,3003.5508,7575.7632,3387.7343
8/7/2007,517.26546,16523.27,4651.23,4724.55,3473.9054,3030.5194,7710.2303,3481.6465
8/8/2007,519.630981,16193.72,4663.16,4668.09,3453.7035,2926.768,7513.9826,3394.9767
8/9/2007,516.600192,16680.38,4754.1,4777.29,3472.9281,2946.1962,7685.5843,3524.4648
8/10/2007,511.415688,16323.44,4749.37,4726.68,3452.9318,2879.4506,7793.665,3500.1391
8/13/2007,518.079932,16116.11,4820.06,4721.19,3468.0408,2828.7941,7490.7761,3447.775
8/14/2007,513.849875,16351.9,4872.79,4795.57,3526.9128,2905.8204,7618.1947,3457.2528
8/15/2007,521.425428,16322.52,4869.88,4798.75,3502.6049,2889.7331,7531.6967,3501.9439
8/16/2007,513.859503,16053.15,4765.45,4721.94,3446.6247,2867.491,7606.9078,3436.8847
8/17/2007,515.528349,15689,4656.57,4626.58,3398.7659,2807.0111,7496.7857,3368.4966
8/20/2007,514.261237,16589.8,4904.86,4885.43,3540.1212,2983.549,7789.1318,3634.1187
8/21/2007,509.7587,16859.97,4955.21,4972.71,3545.7319,2969.7988,8198.6233,3679.4933
8/22/2007,506.07342,17331.99,4980.08,5051.69,3532.2495,3002.8547,8513.456,3660.7232
8/23/2007,508.705829,17639.23,5032.49,5135.93,3582.2421,3107.8267,8556.9026,3689.1454
8/24/2007,511.746851,17864.68,5107.67,5217.58,3634.0349,3199.8179,8827.6477,3818.4254
8/27/2007,512.462104,17884.84,5150.12,5243.15,3735.7037,3205.2224,9247.1073,3911.8801
8/28/2007,515.594625,17817.93,5194.69,5251.77,3770.882,3252.2005,9750.0429,3945.7118
8/29/2007,516.529705,17443.19,5109.43,5171.82,3658.0232,3241.7616,9426.3383,3837.3836
8/30/2007,522.772506,17659.26,5167.88,5241.23,3702.5993,3273.4071,9200.4876,3901.1665
8/31/2007,526.98079,17872.11,5218.83,5296.81,3802.4229,3404.7588,9291.5458,4028.4275
9/3/2007,531.994932,18164.04,5321.06,5419.17,3900.5439,3718.237,9336.0883,4273.7328
9/4/2007,535.540928,18050.78,5294.05,5360.33,3936.4465,3638.1519,9218.5307,4176.2694
9/5/2007,539.851716,18002,5310.72,5363.25,3984.3822,3807.7389,9456.9815,4221.3205
9/6/2007,543.7061,18073.76,5393.66,5412.04,4077.4695,3802.5199,9412.8234,4303.4504
9/7/2007,543.034611,17674.1,5277.18,5294.8,3976.0349,3665.7311,9178.9398,4213.0402
9/10/2007,543.846204,17918.48,5355.29,5377.22,3996.3059,3642.5835,9175.9974,4298.7997
9/11/2007,550.654274,17129.39,5113.97,5124.09,3781.9334,3481.2191,8941.7566,4080.5067
9/12/2007,558.526723,17398.41,5172.63,5202.86,3813.4493,3609.4889,9346.8659,4130.3441
9/13/2007,561.061416,17959.52,5273.59,5349.97,3896.7413,3913.1289,9501.265,4345.4261
9/14/2007,560.253456,18213.71,5312.18,5397.28,3921.4837,3957.9877,9482.4613,4555.9986
9/17/2007,557.15338,18494.38,5421.39,5498.91,3986.5606,4029.1501,9607.7585,4763.4948
9/18/2007,563.892872,18316.42,5425.21,5476.84,3956.4767,4083.8676,9861.7138,4600.7927
9/19/2007,568.36037,18073.34,5395.27,5419.27,4114.258,4234.0742,9671.501,4470.3018
9/20/2007,569.67615,18221.75,5470.07,5494.92,4108.8355,4342.6994,9832.0987,4504.0096
9/21/2007,575.7836,18228.57,5454.67,5468.1,4140.5776,4522.1113,10155.0837,4347.9393
9/24/2007,574.433632,18418.48,5485.01,5513.9,4244.9092,4557.1291,10530.5623,4403.3163
9/25/2007,569.5233,18346.45,5425.88,5454.62,4166.9909,4285.5983,10260.1201,4240.8006
9/26/2007,563.993479,17992.32,5338.52,5361.02,4067.1118,4113.5688,9936.5471,4164.0056
9/27/2007,571.343514,18281.08,5409.4,5427.66,4099.8064,4319.3218,10286.5378,4257.6299
9/28/2007,581.561244,18864.55,5552.3,5580.81,4208.4363,4531.7676,10537.3277,4359.193
10/8/2007,566.043774,19232.35,5692.76,5653.14,4211.9418,4559.8317,10412.5392,4324.0774
10/9/2007,560.252704,19318.17,5715.89,5675.93,4250.5434,4358.9074,10545.4293,4280.5557
10/10/2007,566.526336,19264.04,5771.46,5685.76,4295.521,4357.6824,10678.5536,4389.7615
10/11/2007,578.676243,19344.16,5913.23,5760.08,4488.1329,4337.3585,10922.5522,4361.2622
10/12/2007,583.034868,19135.2,5903.26,5737.22,4616.6673,4335.0914,11294.8499,4365.0616
10/15/2007,591.905028,19088.66,6030.09,5821.45,4872.9246,4302.2985,11416.1503,4594.7005
10/16/2007,607.624832,19358.44,6092.06,5877.2,4905.9889,4586.7493,11223.3394,4541.6528
10/17/2007,609.740628,19288.29,6036.28,5824.12,5007.8143,4471.305,11161.6244,4485.9642
10/18/2007,609.767334,18681.35,5825.28,5615.75,4833.8888,4218.2782,10642.4377,4315.0685
10/19/2007,611.778026,18834.8,5818.05,5614.06,4848.9519,4200.3621,10745.7564,4267.1606
10/22/2007,601.565825,18379.41,5667.33,5472.68,4644.5655,3919.957,10276.4379,4097.1133
10/23/2007,600.30503,18611.16,5773.39,5540.09,4676.74,3872.5568,10329.0188,4174.8047
10/24/2007,603.175962,18761.9,5843.11,5588.01,4888.2096,3864.4715,10350.6756,4108.4593
10/25/2007,618.925489,18175.32,5562.39,5333.79,4560.0457,3613.994,9748.1969,3829.3531
10/26/2007,634.53842,18506.52,5589.63,5394.81,4558.3928,3665.056,9730.6166,3886.6544
10/29/2007,642.126492,18833.66,5748,5508.36,4577.3277,3848.0699,10039.6184,4099.6076
10/30/2007,639.00544,19034.57,5897.19,5596.07,4811.8196,3982.1313,10300.1578,4113.3227
10/31/2007,633.089392,19531.16,5954.77,5688.54,4812.1861,3977.427,10295.4274,4104.7426
11/1/2007,652.106344,19144.62,5914.29,5605.23,4959.1144,3954.4746,9962.2151,3929.0148
11/2/2007,652.736128,18564.34,5777.81,5472.93,4997.6099,3743.8671,9490.9125,3724.2915
11/5/2007,656.1456,18116.88,5634.45,5360.31,4680.1005,3634.2367,9238.4858,3787.31
11/6/2007,663.884454,18120.57,5536.57,5317.55,4424.4593,3649.6996,9046.8675,3803.4098
11/7/2007,674.529132,18232.96,5601.78,5350.63,4473.415,3770.6633,9251.1157,3734.3076
11/8/2007,672.417056,17465.46,5330.02,5093.67,4209.1796,3618.8855,8676.7697,3525.018
11/9/2007,664.343196,17160.12,5315.54,5040.53,4227.8696,3525.3998,8326.7023,3430.612
11/12/2007,657.2511,17065.77,5187.74,4978.25,4059.3528,3291.2961,7868.2964,3406.4299
11/13/2007,644.110412,16747.89,5158.12,4939.24,4146.3354,3202.311,7766.0554,3441.0312
11/14/2007,642.505045,17355.55,5412.69,5145.89,4329.9783,3445.8304,8350.4991,3622.4844
11/15/2007,645.504909,17096.9,5365.27,5081.11,4294.1393,3335.828,8377.527,3535.3934
11/16/2007,649.770976,16728.26,5316.27,5007.66,4287.0799,3349.9898,8214.6704,3461.5483
11/19/2007,658.101671,16660.67,5269.82,4994.42,4242.4387,3364.0412,8160.0379,3549.1779
11/20/2007,667.775215,16987.48,5293.7,5069.38,4242.0613,3403.3105,8233.6813,3699.2995
11/21/2007,680.47455,16748.19,5214.23,4997.62,4165.4987,3449.188,8138.8467,3639.4878
11/22/2007,676.113518,15949.36,4984.16,4772.62,3983.744,3297.2021,7582.5851,3529.3579
11/23/2007,676.064904,16217.51,5032.13,4856.16,3992.2236,3388.6856,7644.9342,3594.7894
11/26/2007,677.900256,16057.19,4958.85,4800.08,3908.3055,3392.8606,7532.7141,3517.8851
11/27/2007,665.438976,15681.01,4861.11,4711.15,3775.0816,3391.9367,7550.7974,3455.535
11/28/2007,649.424412,15359.16,4803.39,4648.75,3714.9722,3417.4507,7461.643,3379.5684
11/29/2007,648.017097,15919.28,5003.33,4842.07,3889.9935,3519.1299,7695.6292,3450.8099
11/30/2007,634.302284,15637.66,4871.78,4737.41,3756.4354,3437.473,7449.1684,3345.6097
12/3/2007,623.765059,15832.99,4868.61,4772.67,3714.3202,3385.5561,7403.3253,3381.5436
12/4/2007,630.836316,16065.17,4915.89,4829.21,3758.5337,3379.5407,7515.5522,3504.5556
12/5/2007,631.06646,16569.81,5042.65,4965.95,3849.0044,3466.5621,7864.9723,3716.0894
12/6/2007,625.84497,16539.14,5035.07,4971.06,3834.2451,3507.14,7760.8249,3702.1045
12/7/2007,630.292137,16750.42,5091.76,5041.35,3903.3792,3544.1837,7929.1965,3793.5586
12/10/2007,621.353106,17096.51,5161.92,5133.56,3963.5682,3659.1543,8277.5889,3877.3714
12/11/2007,623.658447,17036.9,5175.08,5140,3994.0824,3663.0715,8196.5305,3870.9819
12/12/2007,637.856667,16831.57,5095.54,5077.39,3944.6769,3665.1013,8058.63,3869.2744
12/13/2007,650.782528,16035.19,4958.04,4884.3,3823.8231,3476.8563,7684.1604,3663.0897
12/14/2007,646.185009,16483.5,5007.91,4977.65,3842.4614,3500.1674,7811.433,3757.8161
12/17/2007,642.93227,16118.97,4876.76,4857.29,3793.8324,3379.4547,7553.7801,3669.1515
12/18/2007,642.37121,16074.11,4836.17,4829.91,3736.8314,3424.1823,7518.9757,3737.0715
12/19/2007,642.941352,16387.01,4941.78,4946.29,3808.798,3479.9237,7710.8349,3888.5585
12/20/2007,643.397664,16625.41,5043.54,5037.2,3939.5921,3537.3029,7829.218,3912.7872
12/21/2007,645.447156,16808.68,5101.78,5101.85,3960.8686,3580.801,8106.7552,3983.5266
12/24/2007,644.14559,17153.93,5234.26,5207.13,4110.7372,3669.9461,8211.73,3993.1952
12/26/2007,655.577312,17427.77,5233.35,5265.03,4117.633,3700.0142,8426.4485,4126.047
12/27/2007,659.830291,17797.22,5308.89,5367.53,4150.1997,3756.9393,8604.6035,4177.5872
12/28/2007,663.549864,17700.62,5261.56,5338.28,4071.3743,3741.1719,8545.1599,4174.5743
1/2/2008,670.249272,17856.15,5272.81,5385.1,4071.8917,3702.128,8488.0878,4164.2477
1/3/2008,681.683425,17911.3,5319.86,5422.03,4173.5125,3742.7367,8665.4352,4355.4757
1/4/2008,679.610302,18122.41,5361.57,5483.65,4192.0634,3792.4634,9061.5653,4319.4246
1/7/2008,666.75854,18376.96,5393.34,5556.59,4187.6977,3970.2782,9118.7973,4360.1538
1/8/2008,667.275097,18268.13,5386.53,5528.05,4173.3845,3886.7761,9072.5453,4359.8496
1/9/2008,668.906154,18597.61,5435.81,5613.76,4206.1347,4028.1505,9382.1923,4465.0768
1/10/2008,653.133655,18939.28,5456.54,5672.15,4160.6468,4198.8352,9540.2186,4589.8472
1/11/2008,642.129792,19016.59,5484.68,5699.15,4141.5904,4198.4229,9413.9922,4556.8363
1/14/2008,642.281666,19141.13,5497.9,5731.76,4159.3784,4159.9078,9432.0468,4604.3532
1/15/2008,639.986182,19034.02,5443.79,5696.45,4118.7692,4158.2879,9594.333,4606.0539
1/16/2008,624.822504,18352,5290.61,5505.72,4058.5082,4034.0875,9195.1531,4383.8886
1/17/2008,624.90263,17910.39,5151.63,5365.62,3941.3431,3978.3322,8820.5263,4202.9434
1/18/2008,623.457461,18131.39,5180.51,5414.47,3944.9112,4112.9704,8936.5673,4242.1249
1/21/2008,617.518588,17210.93,4914.44,5145.73,3757.1175,3973.3496,8415.9161,3965.8791
1/22/2008,607.29372,15995.85,4559.75,4753.87,3499.2939,3635.1705,7755.9601,3690.4782
1/23/2008,611.2128,16874.32,4703.05,4975.11,3603.0802,3803.5832,7972.6712,3908.2501
1/24/2008,610.297506,17086.6,4717.73,5027.21,3621.5963,3975.7596,7918.7845,3885.346
1/25/2008,626.028655,17294.01,4761.69,5077.43,3631.4577,3956.7511,8094.5237,3894.7445
1/28/2008,626.437196,16177.83,4419.29,4731.88,3359.3809,3861.1393,7531.4371,3585.1186
1/29/2008,635.2164,16205.94,4457.94,4762.08,3382.4082,3859.2214,7530.1963,3615.3965
1/30/2008,637.830282,16127.71,4417.85,4710.65,3389.2517,3641.3004,7570.317,3650.0877
1/31/2008,631.731576,15857.71,4383.39,4620.4,3364.4531,3450.5686,7374.4977,3673.6479
2/1/2008,629.15125,15776.87,4320.77,4571.95,3271.2697,3427.0325,7092.947,3647.6421
2/4/2008,622.205873,17031.67,4672.17,4950.12,3532.9913,3715.5946,7665.7059,3986.4228
2/5/2008,617.947446,16859.64,4599.7,4921.83,3494.4429,3631.7736,7768.7493,3998.7529
2/13/2008,643.826496,16502.44,4490.72,4816.08,3420.2897,3562.8487,7625.9734,3889.4571
2/14/2008,651.53907,16704.94,4552.32,4880.25,3481.8363,3604.4267,7707.7773,3948.0072
2/15/2008,656.990265,16496.23,4497.13,4813.31,3456.8845,3511.5438,7572.049,3973.1703
2/18/2008,653.674707,16860.55,4568.15,4910.99,3497.9258,3574.6137,7660.5376,4056.9675
2/19/2008,662.202648,17281.6,4664.3,5020.75,3556.5248,3704.4267,8023.9004,4175.9569
2/20/2008,672.291868,16959.2,4567.03,4908.72,3520.5335,3650.4745,8044.0301,4104.917
2/21/2008,670.769643,16804.26,4527.18,4876.03,3496.0941,3698.6391,8049.1033,4186.7153
2/22/2008,660.889824,16179.52,4370.29,4702.24,3363.3293,3537.6039,7973.3394,3999.7949
2/25/2008,668.07954,15486.67,4192.53,4519.78,3216.3636,3295.9642,7684.8203,3898.69
2/26/2008,671.86098,15328.42,4238.18,4515.53,3271.8169,3259.3292,7526.1383,3859.9276
2/27/2008,679.036865,15752.41,4334.05,4639.77,3328.7206,3342.4147,7649.5265,3932.1073
2/28/2008,675.559783,15654.46,4299.51,4622.06,3280.7464,3340.6962,7729.6011,3994.2358
2/29/2008,684.64383,15823.88,4348.54,4674.55,3327.2803,3348.9309,7843.059,3986.2672
3/3/2008,690.115296,16187.51,4438.27,4790.74,3422.4453,3427.2143,8043.4072,4055.5235
3/4/2008,684.205275,15746.23,4335.45,4671.15,3351.2856,3364.604,8006.8237,3922.0148
3/5/2008,682.254792,15601.21,4292.65,4628.72,3300.0413,3313.7339,7874.9555,3757.0218
3/6/2008,699.866112,15696.13,4360.99,4685.03,3363.3726,3334.0321,8034.8843,3784.7285
3/7/2008,703.791,15560.85,4300.52,4621.69,3318.7084,3305.4695,8054.6108,3728.7329
3/10/2008,707.10384,14863.05,4146.3,4431.59,3190.6682,3208.4211,7689.9695,3569.9501
3/11/2008,714.338653,14815.72,4165.88,4441.18,3196.7605,3333.9053,7584.3008,3562.7375
3/12/2008,720.497522,14348.46,4070.12,4309.65,3109.5677,3353.1349,7404.1773,3474.9932
3/13/2008,726.66183,13943.16,3971.26,4198.96,3026.8244,3439.4648,7092.5056,3343.8387
3/14/2008,729.234016,13817.65,3962.67,4157.87,3034.9253,3390.9916,7115.0438,3314.1747
3/17/2008,718.134915,13207.78,3820.05,3965.28,2940.2244,3184.0755,6683.7188,3089.5187
3/18/2008,709.4087,12489.02,3668.9,3763.95,2838.6933,3017.4499,6194.6301,2938.0759
3/19/2008,706.268056,13044.2,3761.61,3888.86,2906.5371,3090.1909,6297.9137,3050.8604
3/20/2008,677.62032,13548.61,3804.05,4001.83,2923.9117,3072.0197,6262.7523,3221.6343
3/24/2008,678.03057,13098.24,3626.19,3857.09,2751.4866,2948.4264,6107.2893,3221.0791
3/25/2008,679.636964,13427.29,3629.62,3905.77,2691.126,2919.9066,6074.9197,3310.3616
3/26/2008,691.420184,13489.09,3606.86,3914.37,2647.4967,2964.816,6147.3552,3302.6109
3/27/2008,703.82468,13111.42,3411.49,3748.92,2453.3407,2807.2659,5810.5912,3085.5413
3/28/2008,699.756849,13692.85,3580.15,3918.16,2573.4816,2911.0021,5981.4909,3181.8769
3/31/2008,692.28397,13302.14,3472.71,3790.53,2511.8697,2824.1916,5683.5257,3011.5925
4/1/2008,672.33735,12460.62,3329.16,3582.86,2428.7126,2734.599,5266.21,2762.0987
4/2/2008,678.177216,12344.24,3347.88,3547.98,2416.0685,2660.3117,5053.5622,2734.9444
4/3/2008,692.303696,12652.91,3446.24,3650.7,2467.8325,2742.1553,5329.9829,2886.9
4/7/2008,708.32232,13396.61,3599.62,3845.82,2587.9536,2873.9086,5735.2322,3050.7538
4/8/2008,713.382835,13592.64,3612.54,3891.06,2582.4084,2951.3152,5808.3815,3064.1007
4/9/2008,716.91595,13078.81,3413.91,3688.13,2442.8464,2838.7328,5501.7235,2981.6209
4/10/2008,725.35008,13286.68,3471.74,3754.72,2454.5217,2989.5912,5683.3248,3035.1603
4/11/2008,725.814404,13328.11,3492.89,3783.73,2476.6822,2991.9176,5707.482,3034.8721
4/14/2008,728.067186,12343.61,3296.67,3536.33,2340.7187,2873.8532,5288.1256,2822.9317
4/15/2008,739.718799,12390.79,3348.35,3583.3,2379.5116,2943.2896,5469.4295,2849.2467
4/16/2008,747.051255,12057.28,3291.6,3494.02,2374.9256,2985.7957,5270.085,2723.8979
4/17/2008,752.279885,11657.08,3222.74,3386.63,2355.2119,2868.301,5111.2561,2617.1307
4/18/2008,754.31465,11292.04,3094.67,3272.5,2234.8562,2754.1032,4869.5272,2514.6078
4/21/2008,763.359654,11094.33,3116.98,3267.55,2222.7675,2805.5682,4766.7802,2517.8934
4/22/2008,768.472704,11174.77,3147.79,3296.28,2222.7668,2833.4092,4589.829,2568.8178
4/23/2008,776.168418,11784.16,3278.33,3453.73,2323.9971,2988.4395,4855.7338,2709.5784
4/24/2008,773.19307,12914.76,3583.03,3774.5,2549.2553,3257.9233,5254.8083,2978.5072
4/25/2008,769.508949,13104.95,3557.75,3803.07,2516.7864,3240.409,5405.9772,3055.331
4/28/2008,781.39668,12782.5,3474.72,3729.15,2435.2209,3188.8958,5208.4264,3015.0645
4/29/2008,767.899428,12880.88,3523.41,3776.94,2475.0427,3260.1158,5265.8411,3038.8257
4/30/2008,751.331466,13504.89,3693.11,3959.12,2621.6382,3327.852,5449.6981,3190.1763
5/5/2008,781.02848,13860.78,3761.01,4055.78,2676.3897,3400.089,5755.7637,3259.9038
5/6/2008,801.545472,13702.56,3733.5,4010.89,2680.57,3432.497,5627.7103,3223.4641
5/7/2008,810.027256,12979.19,3579.15,3821.32,2598.209,3382.2993,5394.3731,3038.0764
5/8/2008,818.20687,13317.53,3656.84,3925.04,2649.5401,3629.9463,5597.5511,3129.2339
5/9/2008,833.549535,13080.37,3613.49,3878.92,2632.0168,3635.2448,5580.5463,3196.2431
5/12/2008,835.3963,13166.1,3626.98,3904.92,2646.0051,3555.1463,5596.8401,3251.4751
5/13/2008,829.768351,13074.23,3560.24,3851.69,2587.5619,3541.7771,5408.7571,3342.2152
5/14/2008,831.305586,13532.34,3657.43,3975.78,2644.9582,3677.769,5768.2046,3378.4984
5/15/2008,832.65,13410.16,3637.32,3948.09,2654.1044,3635.4312,5658.4725,3393.3726
5/16/2008,833.637665,13314.38,3624.23,3936.12,2627.9796,3590.2413,5643.3548,3357.1642
5/19/2008,831.245888,13197.59,3604.76,3914.07,2607.554,3710.7838,5657.403,3317.4222
5/20/2008,844.47756,12449.81,3443.16,3710.82,2499.284,3518.7306,5289.243,3139.8803
5/21/2008,866.134665,12659.82,3544.19,3783.05,2667.023,3661.7143,5386.8647,3221.5373
5/22/2008,885.831852,12366.19,3485.63,3711.44,2642.2557,3742.5017,5251.8472,3158.7041
5/23/2008,878.246226,12216.39,3473.09,3675.15,2657.1755,3713.9374,5108.422,3076.9763
5/26/2008,878.383143,11890.17,3364.54,3559.22,2587.2118,3513.0288,4902.4565,2945.7005
5/27/2008,874.218312,11998.37,3375.41,3576.2,2552.3237,3472.9016,4973.5421,2978.023
5/28/2008,854.06544,12313.66,3459.03,3676.23,2618.9147,3545.9696,5129.6161,3063.6384
5/29/2008,862.458654,11947.14,3401.44,3580.87,2644.9605,3478.4452,4947.1995,2970.3189
5/30/2008,845.335296,12048.24,3433.35,3611.33,2674.5142,3392.1716,4916.3663,2996.9381
6/2/2008,846.962748,12057.25,3459.04,3625.83,2674.8916,3437.1218,5017.1492,2980.3782
6/3/2008,843.18156,11991.58,3436.4,3614.11,2646.4713,3467.6398,4923.7728,2985.5574
6/4/2008,822.21538,11970.48,3369.91,3546.92,2611.6456,3346.1782,4789.3316,2928.9131
6/5/2008,824.05375,11860.27,3351.65,3512.14,2621.4002,3159.438,4729.3958,2866.1998
6/6/2008,873.021942,11733.97,3329.67,3489.5,2584.8688,3172.4572,4749.8165,2883.9354
6/10/2008,890.175936,10765.91,3072.33,3206.56,2407.5555,3053.5743,4314.6424,2632.4282
6/11/2008,891.965592,10458.08,3024.24,3140.3,2368.0575,3084.1796,4117.4749,2578.4978
6/12/2008,895.469625,10340.14,2957.53,3084.63,2304.781,3015.7684,4151.281,2547.3805
6/13/2008,900.753918,9936.73,2868.8,2979.12,2250.9178,2885.9715,3889.8968,2512.4082
6/16/2008,895.776356,9825.27,2874.1,2952.24,2303.8888,2761.6587,3788.4632,2512.1317
6/17/2008,888.848343,9429.5,2794.75,2842.68,2243.2122,2691.3066,3555.9331,2425.7926
6/18/2008,883.962612,9903.14,2941.12,2991.27,2390.3445,2893.0055,3844.272,2543.2394
6/19/2008,890.495424,9161.57,2748.87,2773.08,2266.4707,2771.3776,3486.6956,2307.6669
6/20/2008,884.827056,9373.69,2831.74,2849.67,2350.5176,2787.2269,3544.947,2269.0959
6/23/2008,897.59532,9238.86,2760.42,2789.94,2236.5096,2702.2021,3532.4918,2196.3772
6/24/2008,902.778624,9525.66,2803.02,2851.92,2228.0374,2785.6535,3606.4447,2181.1467
6/25/2008,891.999108,9982.19,2905.01,2969.54,2310.3946,2911.5435,3786.549,2308.2733
6/26/2008,897.526818,9999.66,2901.85,2980.91,2299.1969,2954.2843,3968.194,2300.244
6/27/2008,928.36191,9436.21,2748.43,2816.02,2169.4697,2851.6203,3715.0067,2149.6184
6/30/2008,933.043373,9370.78,2736.1,2791.82,2160.3948,2833.4843,3675.3175,2113.9932
7/1/2008,939.517952,9096.97,2651.61,2698.35,2108.2203,2790.2326,3623.4787,2021.5569
